/home/marcin/.sdkman/candidates/java/14.0.2-open/bin/java -javaagent:/home/marcin/apki/ideaIC-2019.3.3/idea-IC-193.6494.35/lib/idea_rt.jar=39985:/home/marcin/apki/ideaIC-2019.3.3/idea-IC-193.6494.35/bin -Dfile.encoding=UTF-8 -classpath /home/marcin/development/private/others/rozmowa-kwalifikacyjna/coding-test/elevators/target/classes:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-starter-web/2.4.4/spring-boot-starter-web-2.4.4.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-starter/2.4.4/spring-boot-starter-2.4.4.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot/2.4.4/spring-boot-2.4.4.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/2.4.4/spring-boot-autoconfigure-2.4.4.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-starter-logging/2.4.4/spring-boot-starter-logging-2.4.4.jar:/home/marcin/.m2/repository/ch/qos/logback/logback-classic/1.2.3/logback-classic-1.2.3.jar:/home/marcin/.m2/repository/ch/qos/logback/logback-core/1.2.3/logback-core-1.2.3.jar:/home/marcin/.m2/repository/org/apache/logging/log4j/log4j-to-slf4j/2.13.3/log4j-to-slf4j-2.13.3.jar:/home/marcin/.m2/repository/org/apache/logging/log4j/log4j-api/2.13.3/log4j-api-2.13.3.jar:/home/marcin/.m2/repository/org/slf4j/jul-to-slf4j/1.7.30/jul-to-slf4j-1.7.30.jar:/home/marcin/.m2/repository/jakarta/annotation/jakarta.annotation-api/1.3.5/jakarta.annotation-api-1.3.5.jar:/home/marcin/.m2/repository/org/yaml/snakeyaml/1.27/snakeyaml-1.27.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-starter-json/2.4.4/spring-boot-starter-json-2.4.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.11.4/jackson-databind-2.11.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.11.4/jackson-annotations-2.11.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.11.4/jackson-core-2.11.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jdk8/2.11.4/jackson-datatype-jdk8-2.11.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jsr310/2.11.4/jackson-datatype-jsr310-2.11.4.jar:/home/marcin/.m2/repository/com/fasterxml/jackson/module/jackson-module-parameter-names/2.11.4/jackson-module-parameter-names-2.11.4.jar:/home/marcin/.m2/repository/org/springframework/boot/spring-boot-starter-tomcat/2.4.4/spring-boot-starter-tomcat-2.4.4.jar:/home/marcin/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/9.0.44/tomcat-embed-core-9.0.44.jar:/home/marcin/.m2/repository/org/glassfish/jakarta.el/3.0.3/jakarta.el-3.0.3.jar:/home/marcin/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/9.0.44/tomcat-embed-websocket-9.0.44.jar:/home/marcin/.m2/repository/org/springframework/spring-web/5.3.5/spring-web-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-beans/5.3.5/spring-beans-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-webmvc/5.3.5/spring-webmvc-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-aop/5.3.5/spring-aop-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-context/5.3.5/spring-context-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-expression/5.3.5/spring-expression-5.3.5.jar:/home/marcin/.m2/repository/com/google/guava/guava/30.1.1-jre/guava-30.1.1-jre.jar:/home/marcin/.m2/repository/com/google/guava/failureaccess/1.0.1/failureaccess-1.0.1.jar:/home/marcin/.m2/repository/com/google/guava/listenablefuture/9999.0-empty-to-avoid-conflict-with-guava/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/home/marcin/.m2/repository/com/google/code/findbugs/jsr305/3.0.2/jsr305-3.0.2.jar:/home/marcin/.m2/repository/org/checkerframework/checker-qual/3.8.0/checker-qual-3.8.0.jar:/home/marcin/.m2/repository/com/google/errorprone/error_prone_annotations/2.5.1/error_prone_annotations-2.5.1.jar:/home/marcin/.m2/repository/com/google/j2objc/j2objc-annotations/1.3/j2objc-annotations-1.3.jar:/home/marcin/.m2/repository/javax/validation/validation-api/2.0.1.Final/validation-api-2.0.1.Final.jar:/home/marcin/.m2/repository/org/slf4j/slf4j-api/1.7.30/slf4j-api-1.7.30.jar:/home/marcin/.m2/repository/org/springframework/spring-core/5.3.5/spring-core-5.3.5.jar:/home/marcin/.m2/repository/org/springframework/spring-jcl/5.3.5/spring-jcl-5.3.5.jar com.tingco.codechallenge.elevator.ElevatorApplication

  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
2021-04-20 23:33:59,438 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 4 towards floor 30
2021-04-20 23:34:00,440 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 5 towards floor 30
2021-04-20 23:34:01,442 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 6 towards floor 30
2021-04-20 23:34:02,445 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 7 towards floor 30
2021-04-20 23:34:03,451 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 8 towards floor 30
2021-04-20 23:34:04,453 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 9 towards floor 30
2021-04-20 23:34:05,454 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 10 towards floor 30
2021-04-20 23:34:06,455 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 11 towards floor 30
2021-04-20 23:34:07,457 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 12 towards floor 30
2021-04-20 23:34:08,458 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 13 towards floor 30
2021-04-20 23:34:09,460 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 14 towards floor 30
2021-04-20 23:34:10,461 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 15 towards floor 30
2021-04-20 23:34:11,463 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 16 towards floor 30
2021-04-20 23:34:12,178 INFO  [http-nio-8080-exec-3] com.tingco.codechallenge.elevator.impl.ElevatorControllerImpl: Received request to move elevator to floor 6
2021-04-20 23:34:12,180 INFO  [http-nio-8080-exec-3] com.tingco.codechallenge.elevator.impl.ElevatorControllerImpl: Assign request to send stopped elevator to floor 6 
2021-04-20 23:34:12,181 INFO  [http-nio-8080-exec-3] com.tingco.codechallenge.elevator.impl.ElevatorControllerImpl: Sent request to stopped elevator 4 to move to floor 6
2021-04-20 23:34:12,183 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 is calculating direction...
2021-04-20 23:34:12,183 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 has chosen direction UP
2021-04-20 23:34:12,184 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 moves from floor 0 towards floor 6
2021-04-20 23:34:12,464 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 17 towards floor 30
2021-04-20 23:34:13,185 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 moves from floor 1 towards floor 6
2021-04-20 23:34:13,465 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 18 towards floor 30
2021-04-20 23:34:14,186 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 moves from floor 2 towards floor 6
2021-04-20 23:34:14,467 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 19 towards floor 30
2021-04-20 23:34:15,188 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 moves from floor 3 towards floor 6
2021-04-20 23:34:15,468 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 20 towards floor 30
2021-04-20 23:34:16,189 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 moves from floor 4 towards floor 6
2021-04-20 23:34:16,469 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 21 towards floor 30
2021-04-20 23:34:17,191 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 moves from floor 5 towards floor 6
2021-04-20 23:34:17,470 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 22 towards floor 30
2021-04-20 23:34:17,609 INFO  [http-nio-8080-exec-5] com.tingco.codechallenge.elevator.impl.ElevatorControllerImpl: Received request to move elevator to floor 10
2021-04-20 23:34:18,471 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 23 towards floor 30
2021-04-20 23:34:19,472 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 24 towards floor 30
2021-04-20 23:34:20,193 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 stops at floor 6 which is destination floor
2021-04-20 23:34:20,195 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 is calculating direction...
2021-04-20 23:34:20,196 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 has chosen direction UP
2021-04-20 23:34:20,197 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 moves from floor 6 towards floor 10
2021-04-20 23:34:20,474 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 25 towards floor 30
2021-04-20 23:34:21,198 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 moves from floor 7 towards floor 10
2021-04-20 23:34:21,476 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 26 towards floor 30
2021-04-20 23:34:22,199 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 moves from floor 8 towards floor 10
2021-04-20 23:34:22,477 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 27 towards floor 30
2021-04-20 23:34:23,201 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 moves from floor 9 towards floor 10
2021-04-20 23:34:23,478 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 28 towards floor 30
2021-04-20 23:34:24,479 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 moves from floor 29 towards floor 30
2021-04-20 23:34:26,203 INFO  [pool-1-thread-3] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 4 stops at floor 10 which is destination floor
2021-04-20 23:34:27,481 INFO  [pool-1-thread-2] com.tingco.codechallenge.elevator.impl.ElevatorImpl: Elevator 5 stops at floor 30 which is destination floor
